Weather_ID,Timestamp,Location,Temperature_C,Rainfall_mm,Wind_Speed_kph,Humidity_pct,Weather_Condition
812380,2024-11-26 18:40:00,Satna,41,85.7,34,87,Stormy
812381,2024-05-14 05:26:00,Kalyan,44.5,12,25.7,45.7,Clear
812382,2024-07-25 20:07:00,Ludhiana,12.1,39.5,29.1,75.5,Rainy
812383,2023-03-16 06:09:00,Agra,40.4,8.8,36.1,73.2,Foggy
812384,2023-05-24 14:07:00,Ludhiana,27.6,36.5,17.4,64.3,Clear
812385,2025-01-02 16:13:00,Lucknow,23.4,23.4,10.6,94.1,Foggy
812386,2023-07-17 00:56:00,Tuticorin,38.3,33.6,30.6,66.7,Stormy
812387,2025-03-01 02:45:00,Kakinada,16.2,9.3,6,64,Rainy
812388,2023-04-01 19:37:00,Bareilly,32,75.8,10.7,94.7,Rainy
812389,2024-07-17 06:12:00,Hosur,30.8,25,13.3,62.2,Rainy
812390,2023-11-13 02:10:00,Pune,31.7,10.3,2.9,89.2,Stormy
812391,2025-01-29 22:39:00,Karnal,44,47.7,32.4,64.5,Rainy
812392,2024-09-19 00:57:00,Nanded,18.3,41.6,26.1,53.4,Clear
812393,2024-12-20 01:35:00,Kohima,10.5,67.3,25.1,40.9,Rainy
812394,2023-03-01 00:06:00,Asansol,24.4,7.6,20.6,69.2,Clear
812395,2024-06-29 15:34:00,Hubli,35.7,12,34.7,65.8,Rainy
812396,2023-08-15 22:25:00,Dehradun,43.5,69,39.5,89.6,Foggy
812397,2025-02-07 11:51:00,Paradip,40,74.1,7.8,77.3,Clear
812398,2024-05-26 17:29:00,Ahmedabad,26.9,56.4,14.5,36,Stormy
812399,2024-02-14 15:01:00,Silchar,15.8,35.4,12.2,38.9,Clear
812400,2023-09-05 15:09:00,Karimnagar,40.3,15.3,27.5,52.5,Cloudy
812401,2023-03-26 13:12:00,Bhopal,33.9,80,3.4,91.4,Stormy
812402,2023-09-21 01:50:00,Karimnagar,36.5,66.4,13.9,41.4,Rainy
812403,2024-12-20 10:16:00,Nashik,43.2,29,14.1,74.1,Rainy
812404,2025-02-11 09:16:00,Hubli,30.9,21.4,10.3,53.8,Clear
812405,2023-05-17 02:25:00,Patna,27.9,23.4,13.2,68.4,Clear
812406,2024-04-12 21:39:00,Coimbatore,41,6,13.3,69.7,Foggy
812407,2024-05-13 21:31:00,Raipur,39.4,33.5,13.9,84.6,Cloudy
812408,2024-05-20 16:26:00,Saharanpur,28.9,63.4,29.6,81.5,Foggy
812409,2025-03-05 06:28:00,Vizhinjam,40.2,92.2,18.6,84.8,Rainy
812410,2024-03-27 11:32:00,Darbhanga,26.4,6.8,19.8,91.8,Clear
812411,2023-06-11 09:11:00,Aizawl,30.3,12.1,38.4,87.5,Stormy
812412,2025-02-06 03:51:00,Jabalpur,40.2,61.1,34.4,33.3,Stormy
812413,2023-10-24 04:41:00,Vadodara,44.8,39.1,7.7,57.4,Clear
812414,2023-02-04 15:16:00,Ajmer,17.3,44.6,7.4,71.9,Rainy
812415,2024-03-11 09:52:00,Jabalpur,12.5,10.5,12.8,47.8,Rainy
812416,2023-02-11 21:01:00,Paradip,23.9,65.1,19.1,86.6,Rainy
812417,2023-10-25 10:29:00,Nashik,25.7,22.6,13.3,56.5,Clear
812418,2023-12-22 08:38:00,Tirunelveli,27.2,44.2,14.8,44.8,Cloudy
812419,2023-10-07 17:28:00,Vadodara,29,54.7,32.4,83.8,Stormy
812420,2025-03-02 17:57:00,Kurukshetra,17.1,76,8.2,60,Cloudy
812421,2023-11-22 17:54:00,Chennai,43,6.5,3.2,74.5,Rainy
812422,2024-06-08 18:32:00,Karnal,14.4,3.9,5,64.1,Cloudy
812423,2023-12-23 08:05:00,Kollam,17.4,64.8,14.8,33.5,Cloudy
812424,2023-08-12 10:05:00,Jodhpur,13.2,87.8,8.7,40.9,Rainy
812425,2024-10-22 16:45:00,Ujjain,35.3,5.5,15,48.5,Clear
812426,2023-12-31 19:22:00,Vasai,14,64.1,21.4,71.1,Cloudy
812427,2023-11-23 05:52:00,Jhansi,34.8,67.4,13.7,63.9,Rainy
812428,2024-01-15 15:55:00,Delhi,18.5,24.5,36.9,56.2,Stormy
812429,2024-02-24 10:53:00,Varanasi,37,38.2,39.9,68,Rainy
812430,2024-12-20 16:11:00,Ranchi,21.3,44.5,7.3,77.2,Foggy
812431,2023-12-20 00:05:00,Amritsar,19.1,72.2,12,49.8,Clear
812432,2024-01-29 15:41:00,Tiruchirappalli,16.8,21.9,14.5,92,Cloudy
812433,2024-12-08 09:42:00,Bhopal,16,30.3,33.2,60.4,Rainy
812434,2025-01-17 08:24:00,Panipat,34.9,53.7,39.1,54,Stormy
812435,2024-05-27 03:03:00,Nanded,37.6,59,12.1,52.3,Clear
812436,2024-05-17 04:37:00,Siliguri,31.4,74,38.5,53.5,Rainy
812437,2023-05-28 05:50:00,Ahmedabad,35.1,46.8,3.8,63.8,Stormy
812438,2023-08-23 15:31:00,Tirupati,19.6,47.7,39.7,51.2,Cloudy
812439,2023-10-02 06:13:00,Srinagar,40.4,99.7,2.3,79.2,Clear
812440,2024-08-18 13:02:00,Agra,42.6,54.6,39.9,54.8,Clear
812441,2024-01-18 22:24:00,Karnal,39.2,74.1,35.6,89,Rainy
812442,2024-01-10 11:30:00,Srinagar,19.4,93.3,34.9,74.8,Rainy
812443,2024-10-20 22:06:00,Patna,14.4,3.2,26.7,91,Clear
812444,2024-11-30 09:03:00,Bengaluru,17.1,1.4,3.7,72.5,Foggy
812445,2024-04-12 19:08:00,Aizawl,11.2,64.2,16.8,57.9,Rainy
812446,2024-10-20 20:36:00,Berhampur,22,81.4,29.2,35,Cloudy
812447,2024-08-11 22:01:00,Gwalior,19.6,32.7,14.1,52.1,Clear
812448,2023-03-09 09:06:00,Shimla,44.7,10.6,5.8,93.8,Cloudy
812449,2025-01-10 06:22:00,Rohtak,27.1,89.5,20.3,42.7,Rainy
812450,2023-02-21 13:10:00,Lucknow,19.6,8.9,35.5,55.2,Foggy
812451,2023-11-28 04:52:00,Howrah,10,56.7,11.4,66.5,Clear
812452,2023-01-27 11:28:00,Kurukshetra,21.4,95.6,4,91.9,Clear
812453,2023-04-30 08:01:00,Delhi,44.2,12.1,33.1,48.3,Stormy
812454,2025-02-07 19:12:00,Jhansi,32.9,45.7,18.1,73.4,Clear
812455,2024-02-24 17:52:00,Dharwad,18.5,68,29.6,42,Cloudy
812456,2024-01-09 21:02:00,Panipat,13.9,64.2,18.9,71.7,Clear
812457,2023-11-06 04:32:00,Vijayawada,44.3,77.9,29.8,69.5,Rainy
812458,2023-09-01 13:29:00,Meerut,10.8,79.5,31.5,58.6,Stormy
812459,2025-02-20 09:30:00,Tirupati,20.6,98.6,14.8,31,Clear
812460,2025-03-15 08:25:00,Gandhinagar,37.7,88.4,5.9,41.7,Cloudy
812461,2024-11-05 06:46:00,Jaipur,40.9,26.8,7.2,81.7,Rainy
812462,2025-03-28 02:04:00,Gaya,10.8,16,25.5,57.1,Clear
812463,2024-10-29 21:02:00,Vijayawada,18.1,3.8,18.6,54.9,Cloudy
812464,2024-07-07 01:49:00,Aizawl,34.5,54.1,29.7,68.1,Cloudy
812465,2023-12-02 06:57:00,Panaji,19.6,44.9,5.2,85.9,Rainy
812466,2024-10-25 23:30:00,Durgapur,21.1,46.8,11.4,83.4,Foggy
812467,2024-09-04 14:55:00,Salem,37.7,9.4,23.8,65.9,Clear
812468,2024-02-12 04:45:00,Siliguri,36.9,98.1,36.8,60.2,Foggy
812469,2025-03-06 00:27:00,Faridabad,32.9,32.9,34.3,70.2,Foggy
812470,2024-09-06 21:37:00,Hosur,24.7,92.3,19.4,31.2,Rainy
812471,2023-10-22 12:43:00,Solapur,27,67.7,33.2,76.1,Foggy
812472,2024-05-09 10:00:00,Kollam,16,89.3,14.9,47.5,Rainy
812473,2025-03-01 09:27:00,Kochi,39.4,57.8,1.7,65.9,Cloudy
812474,2025-02-09 07:17:00,Solapur,31.2,24,10.8,92.9,Rainy
812475,2025-02-07 04:53:00,Imphal,42.3,53.3,8.4,32.2,Rainy
812476,2024-04-03 08:38:00,Aurangabad,21.8,61.2,34.8,36.2,Stormy
812477,2023-09-29 23:46:00,Noida,15.2,4.5,15.6,66.9,Foggy
812478,2023-11-08 21:55:00,Shimla,24.4,25,31.2,83.5,Rainy
812479,2024-11-08 00:58:00,Dhanbad,31.3,72.6,32,45.8,Clear
812480,2025-01-29 07:02:00,Chennai,39.8,15.8,37,38.7,Foggy
812481,2024-07-31 09:12:00,Madurai,35.8,61.7,36.4,58.2,Stormy
812482,2024-05-08 17:12:00,Porbandar,41.9,32.9,16.8,63.1,Clear
812483,2025-03-18 01:11:00,Mumbai,26.5,43.8,21.5,92.8,Stormy
812484,2023-01-10 05:04:00,Kollam,12.7,29.1,28.7,70.3,Cloudy
812485,2024-01-01 02:04:00,Rajkot,21,59.9,32.7,78.5,Foggy
812486,2023-05-24 00:34:00,Shimla,20.3,16,18.6,71.1,Stormy
812487,2023-05-10 09:43:00,Tiruchirappalli,21,35.9,4,85.9,Rainy
812488,2023-04-30 20:36:00,Kota,16,85,22.2,70.1,Clear
812489,2023-07-26 22:59:00,Kolkata,20.3,32.3,15.6,67.9,Rainy
812490,2023-06-15 06:53:00,Ujjain,16.1,92.9,8.7,68.4,Stormy
812491,2023-01-17 21:03:00,Kota,33.7,90.7,15.1,88.5,Stormy
812492,2024-06-08 19:12:00,Rourkela,42.6,93.9,14.2,42.7,Cloudy
812493,2024-02-09 16:03:00,Hisar,26.3,59.4,3.4,68,Foggy
812494,2024-07-31 18:47:00,Kalyan,41.3,37.9,38.5,55.4,Rainy
812495,2024-04-19 21:18:00,Thane,40.4,94.1,27.4,88.2,Foggy
812496,2024-03-17 02:05:00,Pimpri-Chinchwad,41.4,82.1,1,35.6,Cloudy
812497,2024-04-22 23:30:00,Bengaluru,28.5,29.2,21.7,85.1,Stormy
812498,2024-06-27 03:13:00,Belgaum,12.4,93.4,37.1,55.8,Foggy
812499,2025-02-07 00:29:00,Mangalore,17.4,99.1,16.7,89.1,Clear
812500,2023-11-11 15:23:00,Kohima,36.5,55.4,18.9,75.7,Foggy
812501,2023-01-29 12:55:00,Bathinda,12.2,0.9,22.4,89,Clear
812502,2025-02-17 12:50:00,Ajmer,13.1,74.1,1.3,43.5,Cloudy
812503,2024-10-12 03:59:00,Balasore,23.9,11,31.5,93.2,Clear
812504,2024-10-12 12:40:00,Cuttack,20.3,18.7,7.2,81.1,Stormy
812505,2024-12-03 15:56:00,Hisar,20.7,19.2,21.9,91.9,Foggy
812506,2025-01-03 11:24:00,Coimbatore,16,10.2,31.1,47.4,Stormy
812507,2024-12-15 06:02:00,Karnal,38.6,91.6,28.3,92.8,Cloudy
812508,2024-03-21 09:48:00,Cuttack,31.3,80.9,37.8,51.9,Cloudy
812509,2024-02-02 00:29:00,Chennai,34.9,7.3,12.1,81.4,Cloudy
812510,2023-11-30 04:40:00,Salem,39.5,32.7,35.1,31.2,Foggy
812511,2024-12-25 23:24:00,Ghaziabad,26.7,85.1,17.5,34.9,Foggy
812512,2025-02-21 11:14:00,Coimbatore,32,67.8,14.7,34.7,Cloudy
812513,2024-11-23 17:53:00,Balasore,34,36.2,9.1,75.6,Rainy
812514,2024-09-19 05:36:00,Vijayawada,44.3,37,21.8,81.4,Clear
812515,2024-07-10 19:04:00,Durgapur,15.8,10.5,28.7,45.4,Cloudy
812516,2024-03-31 17:33:00,Bengaluru,19.4,37.5,14.2,69.3,Foggy
812517,2024-10-04 18:36:00,Kota,30.1,93.1,32.8,78.1,Foggy
812518,2024-08-19 18:52:00,Naya Raipur,13.8,10,4,55.3,Stormy
812519,2024-07-07 20:28:00,Varanasi,43.1,94.2,7.7,67.7,Cloudy
812520,2024-06-10 09:07:00,Shillong,13.2,10.3,10.2,79,Foggy
812521,2023-08-16 17:08:00,Jamshedpur,16.4,68.3,22.1,34.6,Rainy
812522,2023-01-02 22:27:00,Nellore,38.5,26.1,31,53,Foggy
812523,2023-10-05 21:45:00,Raipur,20.7,6.5,30.4,92.7,Clear
812524,2024-01-20 21:12:00,Rewa,23.4,53.2,11.4,94.9,Clear
812525,2024-08-07 09:51:00,Cuttack,23.6,56.5,12.7,30.2,Rainy
812526,2023-09-24 15:57:00,Howrah,28,58,2,34.1,Foggy
812527,2023-08-20 16:58:00,Silchar,43.7,69.5,36.4,75.1,Rainy
812528,2023-08-11 02:57:00,Hosur,17.1,48.9,2.3,48.3,Foggy
812529,2024-03-08 21:07:00,Mysuru,40.4,20.3,27.5,57,Foggy
812530,2023-03-17 06:18:00,Kurukshetra,40.1,90.8,32.7,89.5,Clear
812531,2025-01-10 22:29:00,Tirunelveli,20.8,57.2,27,59.3,Cloudy
812532,2023-06-17 22:15:00,Bhagalpur,26.3,39.2,35,61.6,Rainy
812533,2023-12-05 14:21:00,Hubli,21.9,80.2,12.3,56.6,Cloudy
812534,2023-03-22 06:34:00,Ghaziabad,14.8,40.6,19.6,71.9,Foggy
812535,2025-02-21 17:17:00,Srinagar,10.8,63.7,11.4,46.3,Rainy
812536,2023-10-13 23:52:00,Kochi,28.7,2.6,19.1,40.7,Clear
812537,2024-11-26 20:33:00,Jabalpur,24.8,25.9,13.9,81.8,Cloudy
812538,2024-10-29 04:02:00,Ranchi,28.2,21.4,37.2,41.3,Cloudy
812539,2024-03-24 21:10:00,Vijayawada,40.2,57.1,19.1,51.7,Rainy
812540,2023-05-16 04:27:00,Vadodara,27.1,31.3,11.1,61,Rainy
812541,2024-11-15 08:01:00,Porbandar,22,77.1,4.8,63.5,Cloudy
812542,2023-02-23 14:00:00,Gwalior,33.6,22.3,13.2,62.5,Stormy
812543,2023-12-29 20:38:00,Paradip,45,85.5,39,85.6,Clear
812544,2023-01-31 18:53:00,Meerut,27.8,1.1,28.3,65.4,Foggy
812545,2024-07-18 10:29:00,Kohima,40.1,83.3,27.4,45.2,Cloudy
812546,2024-01-14 15:31:00,Nashik,32.9,17.2,23.6,56.2,Foggy
812547,2025-03-10 16:53:00,Berhampur,22.3,66.8,18.8,41.5,Cloudy
812548,2023-09-06 11:27:00,Vasai,33.7,56.1,24.2,45.2,Rainy
812549,2023-02-15 14:22:00,Delhi,33.5,31.4,7.1,79.5,Cloudy
812550,2023-04-24 02:34:00,Cuttack,31.2,87.9,14.5,50.1,Clear
812551,2023-09-28 02:24:00,Kochi,44.3,50.6,29.9,65.8,Stormy
812552,2023-12-31 15:48:00,Vijayawada,26.3,42.8,4.2,39.9,Foggy
812553,2023-09-11 11:43:00,Srinagar,24.6,25.5,0.7,72.2,Stormy
812554,2023-12-23 05:49:00,Howrah,35.9,38.4,26.5,40.9,Cloudy
812555,2024-12-23 12:48:00,Panaji,14.8,80.7,10.2,82.3,Stormy
812556,2024-11-13 04:29:00,Bathinda,15.9,71.2,13,76.8,Foggy
812557,2023-01-21 07:03:00,Ujjain,36.7,57.3,1.8,43.9,Clear
812558,2025-04-11 03:17:00,Howrah,26.1,94.7,26.5,65.1,Foggy
812559,2023-08-10 07:22:00,Panipat,39.6,56.9,4.6,94.4,Clear
812560,2024-06-18 07:37:00,Allahabad,29.5,49.5,3.8,80.9,Foggy
812561,2023-01-08 22:45:00,Varanasi,19.8,67.4,18.2,49.3,Cloudy
812562,2023-09-11 09:36:00,Tiruchirappalli,28.6,20.8,29.1,34.1,Clear
812563,2024-09-12 08:29:00,Rewa,14.9,23,0,66,Rainy
812564,2023-10-24 14:38:00,Balasore,36.4,79.5,5.3,69,Foggy
812565,2024-03-01 08:39:00,Jhansi,39.1,63.2,11.2,60.1,Cloudy
812566,2023-03-19 05:27:00,Hyderabad,26,38.1,5.6,55.7,Cloudy
812567,2023-07-01 05:51:00,Vadodara,36.2,65.6,37.1,60.8,Cloudy
812568,2023-04-23 02:48:00,Saharanpur,15.6,19.8,25.1,55.9,Clear
812569,2024-05-30 23:43:00,Mysuru,29.3,42.7,7,56.2,Clear
812570,2024-04-13 05:23:00,Hosur,20.2,33.4,11.5,33.1,Cloudy
812571,2024-04-24 00:58:00,Kota,34.9,35.2,4.1,76.8,Cloudy
812572,2024-02-10 15:11:00,Varanasi,22.7,14.4,13.6,71.9,Cloudy
812573,2025-02-05 01:52:00,Berhampur,26.9,47.1,22.4,62.3,Cloudy
812574,2023-08-08 01:00:00,Madurai,42.8,7.8,30.1,49.7,Cloudy
812575,2024-08-08 05:08:00,Durgapur,15.5,37.2,12,71.5,Cloudy
812576,2025-04-08 14:40:00,Berhampur,21.1,94.1,1.6,64.9,Cloudy
812577,2023-04-20 17:21:00,Tiruchirappalli,14.9,31.5,36.1,58.2,Clear
812578,2024-01-17 20:00:00,Berhampur,33.1,65.7,17.1,48.8,Cloudy
812579,2024-06-29 23:14:00,Faridabad,29.1,11.4,20.4,37.5,Rainy
812580,2025-01-22 11:03:00,Nanded,18.5,58.2,37.3,32.8,Rainy
812581,2023-09-18 00:05:00,Silchar,43.1,87.6,28.9,50.2,Stormy
812582,2023-11-08 18:38:00,Warangal,23,45,7.1,32.1,Foggy
812583,2023-10-15 15:00:00,Navi Mumbai,31.3,22.1,35.9,92.2,Stormy
812584,2023-01-26 03:54:00,Bokaro,32,28.5,34.4,64.8,Clear
812585,2023-02-26 18:03:00,Cuttack,41.5,85.1,26.9,58,Rainy
812586,2024-01-13 08:55:00,Pune,21.2,15.4,2.1,34.9,Stormy
812587,2023-01-23 09:51:00,Vasai,33.2,39.6,3.7,49.3,Clear
812588,2024-04-17 00:28:00,Vizhinjam,29.2,82.1,17.1,30.8,Foggy
812589,2023-06-07 16:30:00,Pimpri-Chinchwad,30.7,9.4,33.2,71.9,Stormy
812590,2024-01-01 19:03:00,Ghaziabad,11.8,69.5,36.4,63.3,Rainy
812591,2024-08-10 05:18:00,Tiruchirappalli,36.4,46.4,26.3,46.6,Cloudy
812592,2025-03-09 14:42:00,Jabalpur,19.8,18.2,25.7,58.9,Rainy
812593,2025-03-16 00:25:00,Dharwad,38.8,23.4,12.2,38.7,Rainy
812594,2024-06-09 19:30:00,Kota,33.6,67.9,7.1,45.2,Rainy
812595,2024-04-16 02:22:00,Aizawl,13.7,42.9,7.4,71,Stormy
812596,2024-12-30 03:06:00,Rohtak,44,90.9,20,62.6,Cloudy
812597,2025-03-23 14:01:00,Ujjain,19.7,72.4,22.1,79.8,Stormy
812598,2023-03-25 06:49:00,Paradip,44.6,89.6,0.7,76.4,Clear
812599,2025-02-17 07:58:00,Ghaziabad,36.3,7.9,21.4,77.9,Stormy
812600,2024-07-05 01:09:00,Belgaum,24.7,75.9,23.9,37.6,Foggy
812601,2024-02-22 07:14:00,Naya Raipur,33.1,70.3,3.3,49.6,Rainy
812602,2023-05-29 07:33:00,Patna,44.4,11.6,32.9,79,Foggy
812603,2024-07-14 17:30:00,Vasai,24.9,8.3,3.9,69.4,Stormy
812604,2024-11-15 19:32:00,Agra,44.8,94.1,28.7,41.2,Stormy
812605,2024-08-27 07:39:00,Bilaspur,15,90,5.2,73.1,Clear
812606,2024-10-08 15:21:00,Kolkata,14,30.5,7.6,66.7,Stormy
812607,2023-01-23 10:01:00,Ludhiana,32.7,70.9,8.1,53.3,Stormy
812608,2023-06-11 20:27:00,Lucknow,13.3,77.2,2.4,56,Rainy
812609,2024-10-05 06:05:00,Bengaluru,37.2,33.8,21,45.7,Foggy
812610,2023-09-06 04:13:00,Bilaspur,42.5,27.9,17.7,81.5,Cloudy
812611,2024-09-28 09:46:00,Durgapur,12.8,31.8,37.2,30.2,Foggy
812612,2023-11-10 11:22:00,Jaipur,31.7,58.4,13.5,68.3,Cloudy
812613,2023-06-26 15:10:00,Varanasi,43.2,72.5,12.4,48.3,Rainy
812614,2025-02-15 13:10:00,Nellore,39.2,41.9,16.5,76.3,Stormy
812615,2023-12-14 00:27:00,Balasore,20.3,47.5,38,34.1,Rainy
812616,2023-09-19 17:36:00,Jodhpur,39.1,99.5,32.9,38.7,Cloudy
812617,2024-07-13 08:56:00,Raipur,34.5,0.5,22.2,70.6,Foggy
812618,2024-10-03 12:00:00,Guntur,35.8,51.9,4.2,87.9,Cloudy
812619,2025-04-07 14:04:00,Vijayawada,15.3,85.2,29.1,37.1,Cloudy
812620,2024-05-30 09:21:00,Thrissur,37.3,43.5,20.5,85.2,Stormy
812621,2024-01-23 03:26:00,Darbhanga,42.4,99.2,27.3,71.4,Stormy
812622,2023-04-30 17:54:00,Ranchi,17.7,59.8,15.6,88.4,Foggy
812623,2023-12-15 07:30:00,Dharwad,32.3,80.8,40,45.6,Stormy
812624,2024-02-02 12:13:00,Rewa,39.1,9.7,3,40.9,Stormy
812625,2024-02-10 08:54:00,Gwalior,16.1,39.5,14.8,65,Foggy
812626,2023-03-07 10:54:00,Thrissur,44.9,92.3,21.9,40.6,Clear
812627,2024-04-27 08:48:00,Bengaluru,37.5,72.3,38.9,53.4,Foggy
812628,2024-12-13 05:33:00,Tirupati,25.6,89.4,3,53,Stormy
812629,2024-03-27 13:49:00,Muzaffarpur,41.5,36.3,31.6,67.5,Clear
812630,2024-03-27 01:52:00,Imphal,37.3,44.5,10.4,35.4,Rainy
812631,2023-03-24 07:27:00,Paradip,38.7,86.7,5,66.7,Cloudy
812632,2024-10-07 05:31:00,Ajmer,31,23.4,9.7,73.5,Foggy
812633,2023-11-26 16:54:00,Guwahati,21.8,26.8,3,86.1,Stormy
812634,2024-02-24 00:48:00,Mumbai,23.3,62.1,1.3,89.8,Rainy
812635,2023-03-24 23:06:00,Mumbai,28.9,42.7,31.8,51.5,Foggy
812636,2023-09-11 12:03:00,Gangtok,38.3,87,5.2,64.3,Rainy
812637,2024-05-07 08:54:00,Aizawl,16.2,70.7,0.6,30.3,Cloudy
812638,2024-06-09 12:19:00,Hosur,44.9,68.8,36.7,81.1,Cloudy
812639,2024-11-09 07:33:00,Kohima,16.2,94.8,3.2,90.8,Foggy
812640,2024-01-17 04:09:00,Jabalpur,11.8,85,22.1,58,Foggy
812641,2024-03-10 17:10:00,Vadodara,43.2,13.2,16.4,31.8,Clear
812642,2024-04-18 13:47:00,Tiruchirappalli,39.9,44.5,8.8,53.1,Cloudy
812643,2023-08-06 06:33:00,Bareilly,14.3,23,9.2,79.8,Foggy
812644,2023-10-13 18:14:00,Anantapur,35.9,92.5,36.3,72.1,Foggy
812645,2023-06-20 08:16:00,Bokaro,25.9,73.2,0.4,61.3,Rainy
812646,2023-07-23 18:00:00,Panaji,27.3,78.3,10.6,52.8,Foggy
812647,2023-02-26 00:10:00,Surat,39.7,65.1,15.2,64.3,Rainy
812648,2023-12-02 06:44:00,Ambala,42,60.8,7.8,64.3,Rainy
812649,2023-03-14 05:28:00,Silchar,11.6,92.7,20.4,40.7,Rainy
812650,2023-02-15 00:10:00,Ahmedabad,36.9,42.8,2.4,41.9,Clear
812651,2024-05-05 00:44:00,Surat,13.6,75.4,12.7,42.8,Rainy
812652,2024-07-18 15:16:00,Kohima,37.4,33.3,1.7,35,Stormy
812653,2024-07-03 20:01:00,Thrissur,43.5,43.5,14.3,41.4,Rainy
812654,2023-11-10 07:45:00,Jhansi,21.8,75.7,27.6,49.7,Rainy
812655,2025-03-13 21:31:00,Jamshedpur,38.6,2.1,8.4,34.4,Stormy
812656,2023-08-29 12:32:00,Ludhiana,36.9,13.1,34.9,49.9,Foggy
812657,2024-12-03 03:10:00,Guntur,30,25.4,35.1,74.9,Stormy
812658,2023-07-12 23:35:00,Surat,15.8,43.7,4.1,93.2,Cloudy
812659,2023-02-17 05:38:00,Satna,31.4,57.1,26.2,42.8,Cloudy
812660,2024-12-31 00:07:00,Ahmedabad,26.9,36.2,24.4,58.9,Cloudy
812661,2023-06-11 01:56:00,Ambala,42,60,1.2,32.3,Clear
812662,2025-01-12 11:51:00,Aurangabad,28.2,10.7,20.6,40.8,Rainy
812663,2024-08-02 12:16:00,Bilaspur,25,4.5,24.7,65.6,Stormy
812664,2024-09-06 19:53:00,Ambala,26.9,76.4,13.3,62.6,Cloudy
812665,2024-02-11 20:26:00,Ranchi,44.5,26.9,19,69,Clear
812666,2023-05-19 11:01:00,Chennai,39.6,48.4,13.1,90.4,Cloudy
812667,2023-12-10 15:36:00,Kohima,30.3,46.9,19.1,90,Rainy
812668,2023-07-13 16:56:00,Anantapur,28.6,35.3,23.3,80.8,Stormy
812669,2023-09-23 02:41:00,Durgapur,27.3,16.1,30.6,44.9,Cloudy
812670,2023-01-04 15:50:00,Lucknow,37.1,90.2,4.1,52.8,Clear
812671,2024-11-18 20:06:00,Aligarh,25.9,16.6,37.7,83.8,Cloudy
812672,2023-09-10 04:58:00,Lucknow,33,23.9,4.9,58.8,Foggy
812673,2025-04-01 07:19:00,Jamshedpur,13.5,5,6.5,76.4,Clear
812674,2023-05-29 05:38:00,Aligarh,44.5,37,19.6,38.2,Foggy
812675,2023-03-20 19:26:00,Ujjain,32.8,12.4,29.7,67,Cloudy
812676,2025-04-08 19:28:00,Muzaffarpur,40.9,38.3,2.2,80.5,Rainy
812677,2024-01-20 02:01:00,Hosur,28,61.5,9.1,36.3,Cloudy
812678,2023-07-15 11:09:00,Bhopal,26.4,16.2,31.7,94.9,Stormy
812679,2024-08-05 18:04:00,Jaipur,22.6,86.3,27.8,48.6,Rainy
812680,2024-03-31 05:53:00,Satna,43.1,61.9,39.6,36.6,Clear
812681,2024-06-26 22:01:00,Madurai,22.9,36.7,26.8,47.6,Foggy
812682,2024-07-03 05:31:00,Itanagar,44.1,69.7,23.4,53.7,Stormy
812683,2024-06-06 21:12:00,Thrissur,11.7,70.2,38.5,47,Foggy
812684,2023-09-01 16:46:00,Thrissur,27,30.8,6.5,53.4,Cloudy
812685,2023-02-17 06:51:00,Hosur,27.9,23.6,11.4,56.2,Stormy
812686,2024-01-25 04:36:00,Dhanbad,29,35.4,12.5,76.7,Clear
812687,2024-01-11 20:26:00,Jamshedpur,27.7,3.3,25.2,42.6,Stormy
812688,2024-09-28 16:27:00,Vizhinjam,26,32.3,16.5,66.2,Clear
812689,2024-09-12 22:38:00,Moradabad,15.3,92.3,32,94.1,Stormy
812690,2023-04-08 03:14:00,Gwalior,31.6,28.4,34.9,64.2,Cloudy
812691,2024-01-14 23:57:00,Patna,27.2,49.8,2,74.3,Cloudy
812692,2024-05-20 02:43:00,Satna,37.1,86.7,25.7,46.9,Clear
812693,2024-02-15 20:07:00,Cuttack,29.7,77.4,18.7,85.4,Cloudy
812694,2023-08-14 12:50:00,Noida,41.4,45.3,12.1,91.5,Stormy
812695,2023-04-17 10:38:00,Jabalpur,21.8,99.9,34.6,85,Rainy
812696,2023-09-29 10:09:00,Dhanbad,18,45.5,12.2,45.6,Clear
812697,2024-07-22 12:55:00,Allahabad,33.7,5.1,19.4,59.2,Stormy
812698,2024-09-14 14:29:00,Rohtak,23.7,51.7,7.6,51.5,Cloudy
812699,2023-11-09 00:23:00,Moradabad,25.5,6.9,21.2,87.7,Clear
812700,2024-04-15 00:56:00,Kochi,35.7,5.7,22.6,82,Foggy
812701,2025-02-02 10:18:00,Noida,29.8,0.7,32.4,38.6,Rainy
812702,2025-03-14 02:23:00,Siliguri,42,81.6,15.9,75.1,Foggy
812703,2024-04-17 16:04:00,Bengaluru,15.2,28.4,4.6,94.4,Rainy
812704,2023-08-09 12:03:00,Chandigarh,17.5,96.4,30.1,51.3,Rainy
812705,2024-11-21 20:42:00,Srinagar,36.2,16.1,8.2,38.3,Stormy
812706,2023-10-29 04:09:00,Kakinada,25.8,89.3,20.7,47.2,Stormy
812707,2025-01-20 12:15:00,Allahabad,38.7,42.7,36.3,88.4,Cloudy
812708,2023-08-14 08:21:00,Raipur,12.6,62.3,5.3,53.2,Clear
812709,2025-02-20 17:29:00,Ranchi,19,40.9,16.9,37.3,Foggy
