Session_ID,Station_ID,Vehicle_ID,Start_Time,End_Time,Energy_Consumed_kWh,Payment_Amount,Charging_Mode,Session_Status
907148,10245,59777,2024-06-15 22:13:00,2024-06-16 00:51:00,34.65,757.22,Fast,Completed
907149,23925,64694,2024-09-12 08:25:00,2024-09-12 11:01:00,51.74,608.99,Normal,Interrupted
907150,26286,55109,2023-06-14 03:01:00,2023-06-14 05:50:00,6.51,147.17,Fast,Completed
907151,19215,64011,2023-03-19 10:55:00,2023-03-19 13:12:00,43.14,580.25,Trickle,Completed
907152,26180,52226,2024-03-21 22:03:00,2024-03-22 00:12:00,43.55,1070.87,Fast,Scheduled
907153,20483,59575,2024-03-15 20:20:00,2024-03-15 22:28:00,21.91,491.07,Normal,Scheduled
907154,22597,51399,2023-07-01 05:59:00,2023-07-01 07:13:00,36.44,461.57,Normal,Interrupted
907155,20270,64309,2025-01-24 18:58:00,2025-01-24 20:48:00,18.07,326.91,Trickle,Scheduled
907156,15704,64449,2024-07-17 03:15:00,2024-07-17 05:29:00,44.72,561.59,Fast,Interrupted
907157,19577,59318,2023-02-23 21:25:00,2023-02-23 22:13:00,21.27,440.77,Fast,Completed
907158,17933,68336,2024-07-04 20:24:00,2024-07-04 22:34:00,14.43,333.48,Normal,Completed
907159,16712,54589,2023-06-06 09:58:00,2023-06-06 10:47:00,13.42,220.1,Trickle,Completed
907160,12437,68417,2024-02-26 22:22:00,2024-02-26 23:43:00,54.61,999.09,Fast,Completed
907161,29109,56406,2023-06-23 13:37:00,2023-06-23 14:50:00,20.29,467.2,Fast,Completed
907162,29213,67510,2024-06-30 02:37:00,2024-06-30 03:49:00,50.43,1015.77,Normal,Scheduled
907163,23844,52783,2024-07-08 18:08:00,2024-07-08 19:14:00,58.43,723.4,Normal,Scheduled
907164,10158,66038,2024-09-19 18:02:00,2024-09-19 18:58:00,33.1,428.66,Normal,Completed
907165,12383,65820,2024-05-08 05:36:00,2024-05-08 07:51:00,38.27,701.07,Trickle,Scheduled
907166,23989,52619,2024-05-19 18:50:00,2024-05-19 21:41:00,53.41,963.59,Normal,Completed
907167,27212,56881,2024-01-21 03:40:00,2024-01-21 05:55:00,12.66,293.72,Normal,Completed
907168,14088,65946,2024-11-05 11:58:00,2024-11-05 13:05:00,52.77,1079.94,Trickle,Interrupted
907169,21341,62511,2023-09-04 01:52:00,2023-09-04 03:37:00,32.07,394.2,Fast,Interrupted
907170,23813,55775,2024-08-10 07:50:00,2024-08-10 10:49:00,36.89,674.68,Trickle,Interrupted
907171,28895,51852,2024-08-23 10:05:00,2024-08-23 11:28:00,5.3,104.38,Fast,Interrupted
907172,15654,63830,2023-02-19 11:44:00,2023-02-19 13:49:00,47.62,620.65,Trickle,Completed
907173,28257,58786,2023-09-01 03:08:00,2023-09-01 05:16:00,5.67,130.72,Trickle,Completed
907174,25880,56692,2024-08-19 02:43:00,2024-08-19 04:06:00,8.08,84.87,Trickle,Scheduled
907175,25015,65922,2024-05-06 13:34:00,2024-05-06 16:32:00,24.49,263.82,Fast,Interrupted
907176,16835,59282,2023-12-15 21:53:00,2023-12-15 22:48:00,16.81,346.88,Fast,Scheduled
907177,27632,62854,2023-07-17 06:17:00,2023-07-17 08:47:00,9.17,93.29,Normal,Scheduled
907178,15728,55922,2025-02-27 03:32:00,2025-02-27 06:13:00,23.82,543.52,Trickle,Interrupted
907179,11778,67414,2025-03-17 18:43:00,2025-03-17 21:37:00,25.91,393.54,Normal,Interrupted
907180,28685,68452,2024-12-30 10:23:00,2024-12-30 13:17:00,20.08,332.15,Trickle,Completed
907181,18209,53307,2023-03-04 03:37:00,2023-03-04 04:09:00,51.98,694.55,Trickle,Completed
907182,10591,65834,2023-11-10 21:06:00,2023-11-10 23:48:00,48.63,1089.54,Fast,Scheduled
907183,12984,50629,2024-05-31 07:07:00,2024-05-31 09:31:00,46.13,942.84,Normal,Completed
907184,22253,65749,2024-04-29 16:20:00,2024-04-29 16:58:00,55.69,1136.85,Normal,Scheduled
907185,28339,64109,2023-10-19 02:17:00,2023-10-19 03:50:00,28.95,406.08,Trickle,Scheduled
907186,17864,52436,2023-09-14 22:24:00,2023-09-14 23:34:00,52.22,825.95,Normal,Interrupted
907187,25410,54690,2023-02-23 17:11:00,2023-02-23 17:51:00,20.65,267.62,Normal,Completed
907188,17659,62981,2024-06-09 15:01:00,2024-06-09 17:20:00,30.58,635.35,Trickle,Scheduled
907189,11677,69066,2024-02-25 09:54:00,2024-02-25 12:13:00,26.38,325.98,Fast,Completed
907190,13198,56215,2023-09-07 02:07:00,2023-09-07 03:04:00,45.47,816.31,Trickle,Scheduled
907191,13499,64150,2023-09-29 05:29:00,2023-09-29 06:04:00,28.18,507.16,Trickle,Completed
907192,18175,62788,2024-10-27 00:49:00,2024-10-27 03:26:00,13.32,294.93,Fast,Interrupted
907193,12780,64692,2024-09-22 08:39:00,2024-09-22 10:01:00,40.46,683,Fast,Interrupted
907194,15220,61594,2023-06-02 20:09:00,2023-06-02 22:24:00,18.02,432.28,Trickle,Interrupted
907195,22886,56220,2023-10-01 00:22:00,2023-10-01 02:13:00,29.07,428.65,Trickle,Interrupted
907196,18846,65281,2023-11-18 07:07:00,2023-11-18 07:43:00,20.94,389.57,Fast,Interrupted
907197,28119,61616,2023-10-08 13:28:00,2023-10-08 14:21:00,34.75,793.55,Fast,Interrupted
907198,27464,52524,2023-06-11 23:24:00,2023-06-12 02:21:00,37.93,799.53,Trickle,Interrupted
907199,17281,55310,2023-03-07 17:55:00,2023-03-07 20:09:00,58.16,1449.89,Normal,Interrupted
907200,26562,69528,2024-10-26 07:35:00,2024-10-26 10:15:00,34.64,735.4,Trickle,Completed
907201,20267,67053,2024-06-25 00:56:00,2024-06-25 01:49:00,55.42,1270.75,Fast,Interrupted
907202,12972,57383,2023-09-03 19:00:00,2023-09-03 20:24:00,35.54,481.36,Fast,Scheduled
907203,20825,68140,2024-02-14 14:38:00,2024-02-14 16:01:00,21.04,301.1,Fast,Scheduled
907204,22722,55697,2025-02-02 00:17:00,2025-02-02 01:39:00,21.42,447.73,Normal,Interrupted
907205,23191,56865,2023-06-14 13:47:00,2023-06-14 15:53:00,39.48,695.44,Trickle,Completed
907206,28817,53778,2023-04-01 09:40:00,2023-04-01 11:21:00,26.15,522.52,Fast,Scheduled
907207,11206,68040,2024-06-18 11:06:00,2024-06-18 13:15:00,10.4,251.93,Trickle,Completed
907208,25743,51065,2024-12-30 03:25:00,2024-12-30 04:30:00,25.48,429.22,Fast,Completed
907209,24688,60325,2023-04-07 16:22:00,2023-04-07 17:23:00,7.46,138.88,Normal,Scheduled
907210,24050,66982,2024-12-29 01:03:00,2024-12-29 02:50:00,33.49,835.54,Trickle,Completed
907211,16359,67706,2024-10-09 01:24:00,2024-10-09 01:59:00,35.51,616.26,Trickle,Scheduled
907212,26716,68441,2023-12-22 16:29:00,2023-12-22 18:51:00,31.78,489.55,Normal,Scheduled
907213,14757,63595,2023-06-06 21:09:00,2023-06-06 23:49:00,24.15,540.64,Normal,Completed
907214,16579,60657,2023-09-17 04:26:00,2023-09-17 05:35:00,19.04,444.89,Trickle,Interrupted
907215,18505,69883,2023-02-03 08:05:00,2023-02-03 09:59:00,20.56,300.23,Fast,Completed
907216,25131,54332,2023-09-04 02:34:00,2023-09-04 03:50:00,9.52,103.92,Fast,Completed
907217,26443,68716,2025-04-06 22:45:00,2025-04-06 23:27:00,34.61,838.31,Normal,Scheduled
907218,18129,56775,2025-03-07 19:22:00,2025-03-07 21:25:00,34.67,653.36,Normal,Scheduled
907219,29996,61667,2023-03-06 01:39:00,2023-03-06 04:17:00,20.1,321.76,Fast,Scheduled
907220,17564,63468,2023-12-26 02:06:00,2023-12-26 05:01:00,38.34,929.44,Fast,Interrupted
907221,23591,64289,2023-09-06 03:09:00,2023-09-06 04:49:00,45.31,647.51,Normal,Interrupted
907222,11234,55095,2024-07-21 03:39:00,2024-07-21 04:48:00,25.44,602.52,Normal,Interrupted
907223,24295,69758,2023-11-14 07:43:00,2023-11-14 08:26:00,11.66,142.73,Fast,Completed
907224,15128,62993,2023-02-07 23:14:00,2023-02-08 02:11:00,46.22,630.34,Normal,Interrupted
907225,12721,54468,2024-08-09 07:53:00,2024-08-09 09:34:00,58.74,1313.7,Trickle,Scheduled
907226,18157,54866,2024-04-03 02:46:00,2024-04-03 04:33:00,11.42,276.18,Trickle,Completed
907227,15776,59978,2023-01-23 04:16:00,2023-01-23 05:08:00,41.6,507.48,Trickle,Scheduled
907228,19512,60940,2023-01-31 15:37:00,2023-01-31 17:00:00,39.79,967.12,Fast,Scheduled
907229,28052,54020,2025-03-30 23:53:00,2025-03-31 00:26:00,18.59,455.4,Normal,Interrupted
907230,10224,54341,2023-03-01 14:01:00,2023-03-01 16:41:00,48.93,616.62,Fast,Completed
907231,18852,53903,2023-12-04 13:45:00,2023-12-04 15:31:00,47.51,797.8,Normal,Interrupted
907232,16677,59433,2024-12-20 07:27:00,2024-12-20 10:18:00,16.53,199.23,Fast,Interrupted
907233,12012,52229,2025-01-09 06:41:00,2025-01-09 08:27:00,31.32,315.34,Fast,Interrupted
907234,27380,56065,2024-03-27 18:43:00,2024-03-27 21:11:00,5.12,124.59,Fast,Completed
907235,19190,58164,2024-12-17 18:06:00,2024-12-17 19:21:00,11.85,235.44,Trickle,Interrupted
907236,23527,57354,2023-05-17 09:34:00,2023-05-17 11:37:00,33.78,437.29,Trickle,Interrupted
907237,20861,57912,2023-07-27 19:32:00,2023-07-27 22:02:00,36.51,479,Fast,Completed
907238,14158,62765,2024-08-31 12:50:00,2024-08-31 14:41:00,42.93,609.63,Trickle,Completed
907239,10181,62018,2023-01-15 19:40:00,2023-01-15 21:06:00,38.88,672.38,Trickle,Scheduled
907240,26819,53563,2023-05-06 04:24:00,2023-05-06 07:04:00,15.27,333.43,Normal,Interrupted
907241,29470,60837,2023-08-12 04:54:00,2023-08-12 05:40:00,18.56,380.19,Fast,Interrupted
907242,15626,60502,2023-10-04 09:46:00,2023-10-04 10:30:00,19.58,224.43,Fast,Scheduled
907243,25924,59443,2023-04-02 17:23:00,2023-04-02 18:51:00,53.24,1320.07,Normal,Scheduled
907244,23340,51392,2023-07-25 06:44:00,2023-07-25 09:25:00,21.36,309.26,Normal,Completed
907245,27998,53021,2024-02-21 12:03:00,2024-02-21 13:08:00,26.42,385.64,Normal,Completed
907246,10005,56051,2023-02-06 15:02:00,2023-02-06 16:46:00,7.13,130.34,Fast,Scheduled
907247,13885,50326,2025-03-28 00:35:00,2025-03-28 03:14:00,26.26,585.07,Fast,Interrupted
907248,25847,56944,2023-02-14 09:29:00,2023-02-14 10:17:00,32.39,458.31,Normal,Completed
907249,21641,63114,2023-07-29 13:44:00,2023-07-29 15:28:00,10.06,150.36,Normal,Completed
907250,10089,64207,2024-10-25 12:11:00,2024-10-25 15:10:00,56.92,1114.33,Fast,Completed
907251,28513,59456,2024-12-03 18:17:00,2024-12-03 18:47:00,22.76,530.47,Fast,Completed
907252,18240,55856,2023-07-23 15:41:00,2023-07-23 18:00:00,41.22,815.41,Normal,Completed
907253,26236,55979,2025-02-27 19:38:00,2025-02-27 21:35:00,7.35,174.26,Trickle,Completed
907254,12534,62162,2024-07-19 09:09:00,2024-07-19 12:01:00,33.38,700.06,Normal,Scheduled
907255,14010,54507,2024-03-26 09:46:00,2024-03-26 10:18:00,36.83,816.39,Trickle,Interrupted
907256,20037,66406,2024-06-06 15:35:00,2024-06-06 17:53:00,59.01,1245.33,Fast,Completed
907257,21583,54144,2023-03-22 20:27:00,2023-03-22 21:37:00,11.42,260.47,Normal,Interrupted
907258,10456,58799,2023-11-15 14:31:00,2023-11-15 15:48:00,10.52,117.64,Trickle,Interrupted
907259,24550,54469,2023-08-14 20:39:00,2023-08-14 21:48:00,58.9,1446.8,Normal,Interrupted
907260,19535,69978,2024-01-09 22:26:00,2024-01-09 23:43:00,44.91,508.04,Fast,Interrupted
907261,12015,65694,2025-03-25 20:05:00,2025-03-25 21:36:00,9.23,157.33,Trickle,Interrupted
907262,13391,68335,2023-07-05 08:45:00,2023-07-05 09:59:00,23,406.28,Normal,Interrupted
907263,18762,68000,2024-01-21 23:03:00,2024-01-22 01:05:00,34.29,785.22,Fast,Interrupted
907264,17959,56780,2024-02-02 14:33:00,2024-02-02 16:48:00,5.99,89.66,Fast,Scheduled
907265,11926,53878,2023-01-18 07:39:00,2023-01-18 08:58:00,15.76,254,Fast,Interrupted
907266,13541,65927,2023-10-03 21:32:00,2023-10-03 22:56:00,53.18,956,Fast,Interrupted
907267,24021,51614,2023-11-27 15:51:00,2023-11-27 18:07:00,50.03,780.96,Trickle,Interrupted
907268,12061,54161,2024-09-30 00:19:00,2024-09-30 01:47:00,14.66,312.59,Normal,Scheduled
907269,25911,61185,2023-08-07 15:21:00,2023-08-07 16:03:00,57.25,1131.72,Fast,Scheduled
907270,17433,59100,2023-03-28 21:31:00,2023-03-29 00:19:00,56.72,1155.7,Trickle,Completed
907271,27352,56188,2023-04-19 09:08:00,2023-04-19 12:01:00,47.88,598.13,Trickle,Scheduled
907272,15368,68861,2025-02-28 14:53:00,2025-02-28 16:29:00,32.72,740.62,Normal,Interrupted
907273,29929,61635,2025-03-28 17:25:00,2025-03-28 18:13:00,7.92,108.43,Trickle,Scheduled
907274,12338,52369,2023-03-26 15:09:00,2023-03-26 17:27:00,52.01,1300.23,Trickle,Interrupted
907275,29014,64147,2024-09-14 01:29:00,2024-09-14 02:09:00,42.19,1004.58,Trickle,Completed
907276,10989,54041,2023-02-14 08:12:00,2023-02-14 09:19:00,45.41,486.76,Fast,Completed
907277,22219,61311,2023-03-29 09:59:00,2023-03-29 12:17:00,15.46,345.73,Trickle,Completed
907278,12917,52259,2024-12-26 16:54:00,2024-12-26 19:45:00,30.28,620.13,Fast,Completed
907279,29413,66083,2023-12-15 22:52:00,2023-12-15 23:56:00,22.06,346.72,Fast,Scheduled
907280,24004,56590,2023-03-01 02:41:00,2023-03-01 04:15:00,8.82,109.33,Trickle,Interrupted
907281,20643,50539,2023-12-05 18:15:00,2023-12-05 19:14:00,39.98,775.19,Trickle,Interrupted
907282,21897,67995,2023-07-28 07:37:00,2023-07-28 09:31:00,39.74,644.84,Trickle,Scheduled
907283,15477,52414,2025-03-17 15:09:00,2025-03-17 17:45:00,42.91,964.62,Trickle,Completed
907284,20065,63590,2024-03-14 22:14:00,2024-03-14 23:15:00,16.85,198.05,Fast,Scheduled
907285,23884,60877,2023-11-12 09:51:00,2023-11-12 11:27:00,56.68,1134.97,Fast,Interrupted
907286,23090,65210,2023-04-28 02:45:00,2023-04-28 04:24:00,24.72,512.41,Trickle,Completed
907287,11525,64868,2023-10-19 11:30:00,2023-10-19 12:08:00,23.52,298.7,Fast,Completed
907288,14250,65468,2023-08-10 09:16:00,2023-08-10 10:09:00,12.42,196.13,Normal,Interrupted
907289,17819,53159,2024-08-13 00:04:00,2024-08-13 01:11:00,20.05,330.25,Normal,Completed
907290,28272,65996,2023-05-23 10:47:00,2023-05-23 12:18:00,28.7,568.14,Fast,Interrupted
907291,21776,55101,2023-10-29 20:11:00,2023-10-29 21:19:00,6.96,80.51,Fast,Scheduled
907292,25557,50818,2025-04-10 16:33:00,2025-04-10 18:34:00,33.01,569.24,Trickle,Scheduled
907293,28884,67359,2024-01-01 02:20:00,2024-01-01 04:14:00,16.6,366.42,Normal,Scheduled
907294,27010,53917,2024-04-07 22:53:00,2024-04-08 01:18:00,12.66,150.43,Trickle,Scheduled
907295,18453,59171,2023-10-24 06:22:00,2023-10-24 07:19:00,13.36,275.68,Normal,Completed
907296,26837,59240,2023-11-16 06:07:00,2023-11-16 08:28:00,26.99,530.64,Fast,Scheduled
907297,13583,55657,2025-02-19 20:35:00,2025-02-19 21:20:00,5.52,95.78,Fast,Scheduled
907298,27269,52876,2024-07-05 11:53:00,2024-07-05 12:51:00,25.82,305.69,Normal,Interrupted
907299,19932,59921,2023-04-17 23:52:00,2023-04-18 01:27:00,21.45,521.6,Normal,Completed
907300,27270,63830,2024-05-09 16:06:00,2024-05-09 18:21:00,7.69,190.6,Trickle,Interrupted
907301,28562,60681,2024-05-14 19:05:00,2024-05-14 19:55:00,54.9,850.42,Normal,Interrupted
907302,14061,60383,2023-09-14 03:51:00,2023-09-14 06:08:00,33.46,414.87,Trickle,Completed
907303,22917,56000,2023-12-26 11:03:00,2023-12-26 12:19:00,5.87,62.46,Normal,Scheduled
907304,12083,62091,2024-11-05 06:44:00,2024-11-05 08:50:00,7.56,98.31,Fast,Interrupted
907305,16364,66138,2023-04-08 05:55:00,2023-04-08 08:41:00,17.5,192.51,Trickle,Scheduled
907306,23548,63204,2025-01-16 21:16:00,2025-01-17 00:11:00,23.6,274.61,Normal,Scheduled
907307,21333,53589,2024-07-27 15:56:00,2024-07-27 17:24:00,53.2,651.57,Normal,Interrupted
907308,12740,69100,2023-11-14 11:44:00,2023-11-14 13:25:00,23.93,265.77,Normal,Completed
907309,13389,65420,2024-06-22 01:55:00,2024-06-22 04:42:00,58.24,950.72,Fast,Scheduled
907310,29671,55999,2024-11-06 22:29:00,2024-11-07 01:16:00,25.26,626.37,Fast,Scheduled
907311,29622,60877,2024-02-02 21:55:00,2024-02-02 22:37:00,52.63,531.96,Fast,Interrupted
907312,29364,59990,2024-05-05 01:35:00,2024-05-05 03:58:00,21.2,375.48,Fast,Completed
907313,26226,57538,2023-07-14 00:27:00,2023-07-14 01:43:00,11.82,193.02,Normal,Interrupted
907314,23532,51852,2023-11-14 01:41:00,2023-11-14 04:38:00,41.76,623.51,Fast,Scheduled
907315,23962,58419,2025-03-11 10:33:00,2025-03-11 11:17:00,5.8,95.11,Trickle,Scheduled
907316,23853,55772,2023-09-12 22:58:00,2023-09-12 23:52:00,25.8,423.16,Trickle,Interrupted
907317,24121,64662,2024-09-17 22:59:00,2024-09-18 01:36:00,46.55,642.94,Fast,Interrupted
907318,13580,63859,2023-02-27 03:22:00,2023-02-27 04:26:00,51.25,1066.71,Trickle,Interrupted
907319,19260,51772,2024-04-17 22:04:00,2024-04-18 00:17:00,24.13,397.24,Normal,Completed
907320,10253,59709,2023-03-29 16:51:00,2023-03-29 17:24:00,42.69,1031.11,Fast,Scheduled
907321,24050,66964,2023-09-19 17:28:00,2023-09-19 19:59:00,32.68,448.19,Trickle,Completed
907322,11357,50968,2024-05-29 15:41:00,2024-05-29 16:44:00,38.97,715.69,Fast,Completed
907323,24152,63363,2023-07-14 10:40:00,2023-07-14 11:29:00,19.61,202.8,Fast,Interrupted
907324,13245,67977,2024-10-06 09:39:00,2024-10-06 10:44:00,21.92,245.94,Fast,Completed
907325,28540,65532,2023-09-18 17:02:00,2023-09-18 17:41:00,37.97,666.38,Trickle,Completed
907326,16351,55632,2024-02-01 09:06:00,2024-02-01 10:52:00,53.92,764.19,Normal,Interrupted
907327,19329,62907,2025-03-18 07:41:00,2025-03-18 08:51:00,24.76,377.76,Fast,Scheduled
907328,22564,58903,2024-04-14 16:39:00,2024-04-14 17:46:00,28.6,587.85,Normal,Scheduled
907329,26150,63353,2024-05-03 05:32:00,2024-05-03 06:32:00,59.82,833.57,Trickle,Interrupted
907330,15330,64550,2023-07-03 16:26:00,2023-07-03 18:49:00,36.16,785.39,Trickle,Interrupted
907331,10898,52087,2023-07-16 13:01:00,2023-07-16 14:16:00,41.92,964.03,Trickle,Scheduled
907332,16037,61432,2023-03-30 03:24:00,2023-03-30 06:07:00,37.94,680.19,Fast,Interrupted
907333,11250,56694,2023-02-01 21:37:00,2023-02-02 00:02:00,26.89,568.45,Fast,Completed
907334,15633,69833,2024-07-29 22:59:00,2024-07-30 01:35:00,39.55,579.72,Fast,Completed
907335,24710,54550,2024-09-24 05:43:00,2024-09-24 06:31:00,46.95,715.1,Normal,Scheduled
907336,12378,62971,2023-11-03 17:00:00,2023-11-03 18:33:00,18.2,442.44,Fast,Completed
907337,17836,54977,2024-08-24 04:22:00,2024-08-24 05:06:00,24.73,513.43,Fast,Completed
907338,13309,57111,2024-11-29 21:31:00,2024-11-29 22:59:00,24.09,554.03,Trickle,Completed
907339,26591,62861,2024-09-01 06:39:00,2024-09-01 07:15:00,31.05,558.93,Trickle,Completed
907340,19912,66605,2024-08-10 11:14:00,2024-08-10 13:54:00,6.4,146.69,Fast,Scheduled
907341,13028,55239,2023-01-22 22:04:00,2023-01-22 23:12:00,27.82,593.85,Normal,Interrupted
907342,26058,69594,2023-07-12 09:48:00,2023-07-12 10:35:00,55.58,1383.45,Normal,Scheduled
907343,15049,64577,2023-03-19 06:36:00,2023-03-19 08:51:00,44.67,597.3,Normal,Interrupted
907344,17697,61043,2023-06-19 00:40:00,2023-06-19 01:26:00,50.68,541.48,Trickle,Completed
907345,29007,62915,2023-09-27 13:31:00,2023-09-27 14:36:00,59.33,887.93,Normal,Scheduled
907346,20344,63644,2023-03-22 12:59:00,2023-03-22 13:52:00,56.83,604.29,Trickle,Scheduled
907347,15119,58508,2023-04-01 13:39:00,2023-04-01 14:37:00,45.8,583.43,Normal,Completed
907348,22726,58322,2023-11-15 23:10:00,2023-11-16 01:39:00,43.58,686.31,Trickle,Scheduled
907349,24920,67390,2024-01-29 21:09:00,2024-01-29 22:48:00,42.88,998.47,Normal,Scheduled
907350,13858,66849,2025-02-08 04:02:00,2025-02-08 06:59:00,8.04,115.45,Trickle,Scheduled
907351,27337,60715,2023-10-25 21:35:00,2023-10-25 23:20:00,54.5,997.46,Fast,Completed
907352,24708,66290,2023-10-30 19:39:00,2023-10-30 21:21:00,15.22,167.09,Fast,Scheduled
907353,28758,67620,2024-08-02 13:20:00,2024-08-02 14:06:00,33.22,616.28,Normal,Interrupted
907354,10975,59489,2023-07-08 18:23:00,2023-07-08 19:57:00,11.14,203.58,Normal,Completed
907355,26079,51482,2023-06-15 06:16:00,2023-06-15 08:53:00,58.54,625.41,Normal,Scheduled
907356,24874,65199,2023-09-05 05:18:00,2023-09-05 07:43:00,39.22,773.17,Fast,Scheduled
907357,15561,57991,2024-12-03 03:51:00,2024-12-03 05:52:00,52.89,668.24,Trickle,Interrupted
907358,29538,64328,2024-04-03 10:11:00,2024-04-03 11:23:00,7.93,178.74,Normal,Completed
907359,16490,52583,2024-11-16 23:00:00,2024-11-17 00:24:00,12.56,297.07,Fast,Interrupted
907360,10275,69115,2023-12-12 02:05:00,2023-12-12 04:42:00,17.91,359.49,Fast,Scheduled
907361,14756,58149,2023-06-28 00:53:00,2023-06-28 02:53:00,42.52,826.89,Normal,Scheduled
907362,19949,54175,2025-01-12 01:11:00,2025-01-12 03:11:00,38.65,461.88,Trickle,Scheduled
907363,23065,60742,2024-01-25 03:58:00,2024-01-25 06:15:00,35.5,844.09,Trickle,Scheduled
907364,23617,68819,2025-03-04 07:14:00,2025-03-04 09:25:00,7.38,145.52,Fast,Interrupted
907365,26638,62121,2024-05-31 12:56:00,2024-05-31 14:31:00,31.18,700.91,Fast,Completed
907366,15727,67948,2024-07-24 08:59:00,2024-07-24 11:45:00,5.49,74.15,Normal,Interrupted
907367,21312,68663,2023-04-22 13:41:00,2023-04-22 15:10:00,18.86,459.95,Normal,Completed
907368,16443,69963,2025-02-16 19:11:00,2025-02-16 20:17:00,27.9,554.97,Normal,Scheduled
907369,12131,64538,2023-09-30 11:48:00,2023-09-30 14:23:00,53.16,1080.35,Trickle,Completed
907370,21709,62891,2024-09-03 23:56:00,2024-09-04 02:31:00,37.68,486.47,Fast,Scheduled
907371,29305,57853,2023-01-21 00:13:00,2023-01-21 01:58:00,42.57,553.03,Fast,Interrupted
907372,28314,69243,2025-01-11 07:41:00,2025-01-11 09:43:00,49.99,608.23,Fast,Completed
907373,19996,60974,2023-11-05 16:15:00,2023-11-05 17:49:00,43.54,780.66,Trickle,Completed
907374,27452,60433,2024-11-25 10:12:00,2024-11-25 11:54:00,30.25,716.45,Trickle,Completed
907375,20099,64920,2023-01-28 01:18:00,2023-01-28 04:12:00,15.48,279.86,Trickle,Completed
907376,23989,61581,2024-06-17 18:36:00,2024-06-17 20:10:00,57.02,1155.16,Normal,Scheduled
907377,25506,52702,2023-06-10 14:19:00,2023-06-10 16:10:00,57.24,861.52,Fast,Scheduled
907378,18450,60054,2024-12-16 04:01:00,2024-12-16 05:17:00,33.33,457.41,Normal,Scheduled
907379,20325,59325,2025-04-05 10:30:00,2025-04-05 11:51:00,22.33,256.61,Normal,Scheduled
907380,20513,55666,2025-01-31 14:57:00,2025-01-31 15:48:00,32.13,532.26,Fast,Interrupted
907381,12551,51296,2025-04-07 03:27:00,2025-04-07 04:34:00,16.81,337.31,Fast,Interrupted
907382,13400,62352,2025-01-29 04:29:00,2025-01-29 06:23:00,17.2,225.15,Trickle,Interrupted
907383,24307,54467,2023-09-03 18:39:00,2023-09-03 20:43:00,41.29,990.88,Fast,Completed
907384,25673,51317,2024-12-12 20:24:00,2024-12-12 21:53:00,39.81,493.75,Trickle,Scheduled
907385,16917,59325,2025-04-10 10:40:00,2025-04-10 13:24:00,9.27,146.67,Trickle,Completed
907386,11220,51147,2023-10-13 20:13:00,2023-10-13 22:58:00,48.79,1054.31,Normal,Completed
907387,25990,67399,2024-08-17 01:37:00,2024-08-17 03:20:00,13.76,140.72,Fast,Scheduled
907388,23834,56110,2024-09-12 14:10:00,2024-09-12 16:27:00,42.41,708.31,Fast,Interrupted
907389,20042,50702,2023-06-01 09:32:00,2023-06-01 11:48:00,24.82,583.25,Trickle,Interrupted
907390,28004,69175,2024-04-05 17:10:00,2024-04-05 20:06:00,58.93,990.59,Trickle,Scheduled
907391,17537,69443,2023-09-09 23:23:00,2023-09-10 01:28:00,15.1,351.44,Trickle,Scheduled
907392,19689,57908,2025-02-20 08:46:00,2025-02-20 10:35:00,9.95,236.55,Trickle,Completed
907393,17834,50632,2024-07-18 17:55:00,2024-07-18 18:58:00,40.73,452.82,Trickle,Interrupted
907394,22216,55945,2024-03-15 22:10:00,2024-03-15 23:50:00,20.38,335.04,Fast,Completed
907395,28697,57429,2024-06-09 07:40:00,2024-06-09 08:23:00,55.77,920.11,Fast,Interrupted
907396,24534,61250,2023-09-11 21:58:00,2023-09-11 22:42:00,19.62,202.55,Trickle,Scheduled
907397,11746,68599,2024-08-07 19:13:00,2024-08-07 21:54:00,37.75,542.54,Fast,Scheduled
907398,13597,58651,2023-12-24 13:38:00,2023-12-24 15:27:00,37.25,862.39,Fast,Completed
907399,29241,66859,2024-12-03 10:25:00,2024-12-03 12:47:00,24.04,532.47,Trickle,Scheduled
907400,27459,50165,2024-01-15 09:51:00,2024-01-15 11:32:00,21.16,343.95,Normal,Completed
907401,16565,64518,2023-12-15 05:57:00,2023-12-15 08:09:00,33.4,553.11,Trickle,Interrupted
907402,29152,64621,2023-01-27 00:25:00,2023-01-27 02:47:00,19.16,324.29,Fast,Interrupted
907403,22005,65870,2024-12-23 01:28:00,2024-12-23 02:39:00,10.93,180.56,Normal,Completed
907404,16674,67291,2025-03-24 19:47:00,2025-03-24 21:56:00,5.02,106.57,Normal,Scheduled
907405,19426,62340,2023-01-24 07:23:00,2023-01-24 10:06:00,40.71,563.81,Trickle,Interrupted
907406,15561,69999,2024-05-07 17:49:00,2024-05-07 20:36:00,5.13,128.07,Fast,Interrupted
907407,14823,61384,2025-03-22 05:45:00,2025-03-22 07:58:00,27.23,338.74,Fast,Interrupted
907408,22196,64949,2025-02-02 21:02:00,2025-02-02 22:32:00,28.88,681.21,Normal,Interrupted
907409,18903,50119,2024-09-29 08:32:00,2024-09-29 09:58:00,58.59,964.8,Normal,Interrupted
907410,20412,54573,2023-08-08 06:35:00,2023-08-08 07:09:00,28.81,374.75,Normal,Scheduled
907411,24728,52033,2024-11-17 02:16:00,2024-11-17 04:03:00,38.74,829.32,Fast,Completed
