Station_ID,Location,Capacity_kW,Installation_Date,Power_Level
17851,Solapur,50,2020-11-20,Level 2
17852,Raipur,7.2,2022-02-25,Level 1
17853,Bilaspur,250,2023-11-29,DC Fast
17854,Ghaziabad,180,2023-09-25,DC Fast
17855,Shimla,150,2021-09-04,DC Fast
17856,Thane,180,2021-06-30,DC Fast
17857,Jaipur,75,2023-05-11,Level 2
17858,Mangalore,7.2,2020-09-30,Level 1
17859,Lucknow,50,2019-12-22,Level 2
17860,Vasai,50,2021-07-29,Level 2
17861,Panaji,22,2019-11-17,Level 1
17862,Kalyan,120,2021-07-28,DC Fast
17863,Thrissur,22,2023-05-29,Level 1
17864,Itanagar,120,2019-02-06,DC Fast
17865,Mysuru,200,2023-10-28,DC Fast
17866,Jabalpur,30,2021-12-15,Level 2
17867,Panipat,75,2021-06-12,Level 2
17868,Aligarh,300,2024-04-13,DC Fast
17869,Amritsar,300,2021-04-07,DC Fast
17870,Saharanpur,30,2023-12-04,Level 2
17871,Faridabad,43,2021-09-27,Level 2
17872,Gangtok,7.2,2022-12-09,Level 1
17873,Shillong,50,2024-02-04,Level 2
17874,Hyderabad,7.2,2019-06-30,Level 1
17875,Karimnagar,11,2022-08-31,Level 1
17876,Bhopal,120,2024-09-13,DC Fast
17877,Ranchi,60,2020-07-06,Level 2
17878,Darbhanga,30,2019-12-09,Level 2
17879,Paradip,11,2022-08-02,Level 1
17880,Thane,75,2024-05-19,Level 2
17881,Tuticorin,200,2021-01-25,DC Fast
17882,Paradip,43,2019-07-10,Level 2
17883,Ujjain,120,2020-04-10,DC Fast
17884,Tirupati,180,2024-08-17,DC Fast
17885,Mumbai,3.3,2024-04-10,Level 1
17886,Vadodara,250,2023-06-20,DC Fast
17887,Tirunelveli,300,2024-09-10,DC Fast
17888,Noida,3.3,2021-09-22,Level 1
17889,Ludhiana,43,2019-10-10,Level 2
17890,Guntur,75,2022-02-14,Level 2
17891,Bhagalpur,60,2023-08-14,Level 2
17892,Aurangabad,100,2019-11-01,Level 2
17893,Rourkela,50,2020-01-07,Level 2
17894,Salem,250,2023-08-19,DC Fast
17895,Vijayawada,3.3,2023-07-11,Level 1
17896,Varanasi,75,2021-06-11,Level 2
17897,Balasore,150,2020-01-05,DC Fast
17898,Kollam,60,2024-09-09,Level 2
17899,Kurukshetra,11,2021-12-11,Level 1
17900,Dhanbad,50,2019-11-30,Level 2
17901,Patna,200,2021-06-05,DC Fast
17902,Bathinda,300,2019-08-30,DC Fast
17903,Ghaziabad,30,2021-03-03,Level 2
17904,Guwahati,30,2022-05-19,Level 2
17905,Amaravati,150,2023-07-26,DC Fast
17906,Tiruchirappalli,200,2019-06-27,DC Fast
17907,Gaya,75,2023-01-11,Level 2
17908,Dehradun,11,2024-02-26,Level 1
17909,Chandigarh,11,2022-10-09,Level 1
17910,Thrissur,43,2020-09-20,Level 2
17911,Nagpur,300,2023-06-03,DC Fast
17912,Belgaum,30,2023-11-04,Level 2
17913,Amaravati,180,2021-09-25,DC Fast
17914,Panipat,120,2023-11-15,DC Fast
17915,Satna,250,2019-11-19,DC Fast
17916,Ludhiana,50,2023-04-02,Level 2
17917,Kurukshetra,300,2021-10-23,DC Fast
17918,Thane,90,2021-03-20,Level 2
17919,Rourkela,22,2020-07-24,Level 1
17920,Rohtak,30,2024-02-26,Level 2
17921,Mumbai,50,2022-06-27,Level 2
17922,Berhampur,150,2020-08-30,DC Fast
17923,Panipat,30,2024-07-29,Level 2
17924,Salem,11,2020-08-31,Level 1
17925,Anantapur,90,2019-02-27,Level 2
17926,Faridabad,250,2021-06-01,DC Fast
17927,Tiruchirappalli,60,2024-06-11,Level 2
17928,Patna,120,2019-11-11,DC Fast
17929,Thane,50,2019-12-02,Level 2
17930,Chandigarh,75,2019-12-23,Level 2
17931,Karnal,250,2023-05-13,DC Fast
17932,Vijayawada,22,2021-01-11,Level 1
17933,Gwalior,300,2021-01-01,DC Fast
17934,Aizawl,120,2024-05-26,DC Fast
17935,Nashik,11,2020-07-02,Level 1
17936,Salem,11,2023-05-29,Level 1
17937,Jabalpur,150,2019-08-18,DC Fast
17938,Bhagalpur,60,2024-01-30,Level 2
17939,Raipur,120,2020-02-08,DC Fast
17940,Jaipur,7.2,2024-06-20,Level 1
17941,Itanagar,60,2020-12-07,Level 2
17942,Mysuru,3.3,2020-06-16,Level 1
17943,Ahmedabad,250,2020-12-07,DC Fast
17944,Karimnagar,43,2019-10-12,Level 2
17945,Anantapur,300,2022-11-12,DC Fast
17946,Coimbatore,11,2020-12-28,Level 1
17947,Silchar,50,2019-10-18,Level 2
17948,Jhansi,75,2022-11-12,Level 2
17949,Warangal,75,2023-09-05,Level 2
17950,Hyderabad,75,2022-05-18,Level 2
17951,Solapur,150,2019-02-17,DC Fast
17952,Bokaro,30,2021-09-16,Level 2
17953,Patna,200,2023-11-10,DC Fast
17954,Tirupati,3.3,2023-02-22,Level 1
17955,Rajkot,50,2022-01-08,Level 2
17956,Solapur,120,2023-06-06,DC Fast
17957,Ambala,75,2023-04-29,Level 2
17958,Lucknow,250,2023-11-03,DC Fast
17959,Chennai,11,2019-01-04,Level 1
17960,Panipat,75,2024-07-04,Level 2
17961,Hosur,11,2019-10-01,Level 1
17962,Bareilly,100,2024-08-20,Level 2
17963,Shimla,180,2022-07-12,DC Fast
17964,Madurai,30,2023-12-15,Level 2
17965,Porbandar,60,2022-12-15,Level 2
17966,Rourkela,200,2021-08-20,DC Fast
17967,Aizawl,3.3,2020-05-02,Level 1
17968,Shillong,50,2020-11-18,Level 2
17969,Mangalore,250,2019-09-19,DC Fast
17970,Delhi,3.3,2023-11-11,Level 1
17971,Aligarh,22,2020-10-17,Level 1
17972,Rourkela,7.2,2022-09-15,Level 1
17973,Imphal,150,2022-02-02,DC Fast
17974,Naya Raipur,100,2019-11-09,Level 2
17975,Rewa,250,2024-05-08,DC Fast
17976,Gangtok,43,2023-05-18,Level 2
17977,Saharanpur,60,2022-05-05,Level 2
17978,Siliguri,7.2,2022-12-23,Level 1
17979,Kota,300,2023-01-22,DC Fast
17980,Dharwad,250,2024-01-03,DC Fast
17981,Nashik,3.3,2019-12-27,Level 1
17982,Aizawl,75,2019-04-03,Level 2
17983,Bathinda,7.2,2022-09-29,Level 1
17984,Chandigarh,120,2022-11-03,DC Fast
17985,Ambala,90,2023-10-20,Level 2
17986,Raipur,30,2021-03-31,Level 2
17987,Tuticorin,250,2019-02-24,DC Fast
17988,Imphal,300,2024-05-19,DC Fast
17989,Karimnagar,50,2019-09-29,Level 2
17990,Kolkata,50,2019-05-13,Level 2
17991,Nanded,180,2023-09-13,DC Fast
17992,Bhagalpur,3.3,2021-05-11,Level 1
17993,Gangtok,180,2020-10-27,DC Fast
17994,Tuticorin,150,2020-07-11,DC Fast
17995,Imphal,30,2020-04-27,Level 2
17996,Jaipur,11,2019-02-03,Level 1
17997,Bengaluru,120,2020-03-20,DC Fast
17998,Vadodara,120,2020-05-13,DC Fast
17999,Thane,50,2019-12-10,Level 2
18000,Bareilly,60,2022-03-22,Level 2
18001,Mangalore,22,2019-09-26,Level 1
18002,Kolkata,90,2023-03-27,Level 2
18003,Cuttack,300,2024-02-04,DC Fast
18004,Agra,100,2022-03-21,Level 2
18005,Hyderabad,200,2024-09-13,DC Fast
18006,Ghaziabad,22,2024-02-06,Level 1
18007,Hosur,22,2021-05-11,Level 1
18008,Ahmedabad,50,2019-06-17,Level 2
18009,Amaravati,7.2,2024-09-28,Level 1
18010,Bengaluru,22,2023-03-06,Level 1
18011,Visakhapatnam,43,2019-12-17,Level 2
18012,Rohtak,200,2022-12-13,DC Fast
18013,Porbandar,3.3,2024-07-17,Level 1
18014,Delhi,7.2,2022-06-12,Level 1
18015,Srinagar,3.3,2022-05-25,Level 1
18016,Tuticorin,300,2023-09-25,DC Fast
18017,Paradip,250,2020-05-13,DC Fast
18018,Guntur,150,2023-05-21,DC Fast
18019,Gangtok,75,2024-02-22,Level 2
18020,Guntur,200,2021-08-07,DC Fast
18021,Jhansi,100,2020-01-20,Level 2
18022,Nellore,200,2020-07-08,DC Fast
18023,Gaya,90,2024-05-10,Level 2
18024,Vasai,90,2024-06-09,Level 2
18025,Delhi,30,2024-05-22,Level 2
18026,Meerut,7.2,2024-05-01,Level 1
18027,Chennai,22,2022-03-11,Level 1
18028,Belgaum,300,2020-11-16,DC Fast
18029,Bhopal,60,2024-07-05,Level 2
18030,Kurukshetra,180,2019-03-18,DC Fast
18031,Bhagalpur,100,2020-09-01,Level 2
18032,Bathinda,100,2022-10-01,Level 2
18033,Siliguri,120,2022-09-04,DC Fast
18034,Vasai,90,2021-09-06,Level 2
18035,Hyderabad,300,2022-10-30,DC Fast
18036,Aurangabad,100,2024-06-28,Level 2
18037,Anantapur,200,2020-08-28,DC Fast
18038,Berhampur,3.3,2022-12-09,Level 1
18039,Allahabad,100,2021-01-18,Level 2
18040,Nellore,300,2022-11-02,DC Fast
18041,Patna,200,2020-07-04,DC Fast
18042,Aurangabad,100,2021-07-28,Level 2
18043,Amritsar,180,2020-09-25,DC Fast
18044,Darbhanga,250,2019-05-30,DC Fast
18045,Vizhinjam,75,2024-09-16,Level 2
18046,Ghaziabad,60,2021-11-27,Level 2
18047,Coimbatore,60,2023-12-29,Level 2
18048,Gangtok,75,2024-09-12,Level 2
18049,Rewa,200,2019-11-30,DC Fast
18050,Vasai,3.3,2022-04-29,Level 1
18051,Chandigarh,90,2022-10-10,Level 2
18052,Jhansi,180,2019-12-24,DC Fast
18053,Amaravati,100,2023-12-12,Level 2
18054,Delhi,7.2,2021-07-15,Level 1
18055,Berhampur,200,2020-04-17,DC Fast
18056,Warangal,150,2022-10-08,DC Fast
18057,Tirunelveli,120,2020-01-26,DC Fast
18058,Kalyan,50,2024-09-04,Level 2
18059,Ambala,22,2020-10-10,Level 1
18060,Dhanbad,30,2020-07-26,Level 2
18061,Kollam,3.3,2019-02-14,Level 1
18062,Kochi,90,2020-12-13,Level 2
18063,Chennai,43,2020-10-12,Level 2
18064,Kochi,11,2019-06-01,Level 1
18065,Allahabad,180,2021-04-09,DC Fast
18066,Hosur,120,2023-06-18,DC Fast
18067,Lucknow,250,2021-11-01,DC Fast
18068,Mumbai,90,2021-11-30,Level 2
18069,Jamshedpur,180,2023-02-20,DC Fast
18070,Thrissur,180,2020-06-30,DC Fast
18071,Surat,50,2021-07-26,Level 2
18072,Guntur,90,2021-07-22,Level 2
18073,Nagpur,60,2019-05-19,Level 2
18074,Nellore,120,2020-10-19,DC Fast
18075,Satna,30,2019-07-18,Level 2
18076,Dehradun,7.2,2022-06-12,Level 1
18077,Pune,22,2024-04-07,Level 1
18078,Kolkata,43,2019-03-30,Level 2
18079,Darbhanga,250,2024-02-19,DC Fast
18080,Varanasi,3.3,2021-12-13,Level 1
18081,Rourkela,60,2020-02-19,Level 2
18082,Vasai,50,2021-12-07,Level 2
18083,Allahabad,7.2,2024-02-25,Level 1
18084,Bengaluru,22,2022-04-14,Level 1
18085,Nanded,11,2024-02-15,Level 1
18086,Jabalpur,75,2020-03-20,Level 2
18087,Mumbai,200,2024-08-15,DC Fast
18088,Anantapur,75,2020-12-15,Level 2
18089,Dharwad,60,2021-04-29,Level 2
18090,Berhampur,180,2019-04-02,DC Fast
18091,Warangal,3.3,2024-08-03,Level 1
18092,Muzaffarpur,180,2024-08-15,DC Fast
18093,Shillong,200,2020-06-27,DC Fast
18094,Bokaro,3.3,2023-04-25,Level 1
18095,Hyderabad,7.2,2024-08-23,Level 1
18096,Balasore,75,2020-05-15,Level 2
18097,Shillong,300,2022-03-23,DC Fast
18098,Faridabad,3.3,2024-04-14,Level 1
18099,Navi Mumbai,30,2021-05-18,Level 2
18100,Mumbai,75,2021-08-16,Level 2
18101,Meerut,50,2020-04-26,Level 2
18102,Hisar,11,2019-09-08,Level 1
18103,Dehradun,7.2,2024-03-19,Level 1
18104,Ujjain,11,2020-08-27,Level 1
18105,Ludhiana,75,2019-06-04,Level 2
18106,Tiruchirappalli,120,2020-03-23,DC Fast
18107,Thane,50,2024-03-10,Level 2
18108,Nellore,60,2020-06-06,Level 2
18109,Shimla,250,2021-07-26,DC Fast
18110,Kurukshetra,3.3,2021-03-20,Level 1
18111,Jabalpur,3.3,2024-04-05,Level 1
18112,Chennai,50,2019-11-02,Level 2
18113,Asansol,7.2,2022-07-11,Level 1
18114,Ahmedabad,250,2023-05-14,DC Fast
18115,Howrah,22,2022-04-14,Level 1
18116,Warangal,75,2020-03-20,Level 2
18117,Jaipur,43,2023-03-16,Level 2
18118,Surat,3.3,2020-04-02,Level 1
18119,Thane,3.3,2020-05-15,Level 1
18120,Nanded,300,2024-01-18,DC Fast
18121,Shimla,300,2020-01-16,DC Fast
18122,Bathinda,120,2022-05-26,DC Fast
18123,Panipat,7.2,2024-08-13,Level 1
18124,Itanagar,50,2019-03-20,Level 2
18125,Gangtok,7.2,2020-08-30,Level 1
18126,Rajkot,43,2019-08-09,Level 2
18127,Bokaro,22,2021-04-20,Level 1
18128,Tirupati,100,2024-03-20,Level 2
18129,Aurangabad,7.2,2024-07-09,Level 1
18130,Coimbatore,150,2022-02-22,DC Fast
18131,Faridabad,75,2022-09-28,Level 2
18132,Hosur,120,2021-05-22,DC Fast
18133,Bengaluru,120,2022-12-13,DC Fast
18134,Mumbai,43,2023-03-18,Level 2
18135,Chandigarh,250,2021-10-08,DC Fast
18136,Kollam,22,2021-07-25,Level 1
18137,Guntur,250,2019-05-05,DC Fast
18138,Hyderabad,3.3,2019-07-20,Level 1
18139,Raipur,60,2023-07-15,Level 2
18140,Durgapur,300,2023-11-12,DC Fast
18141,Nanded,3.3,2024-06-27,Level 1
18142,Ujjain,90,2022-11-03,Level 2
18143,Ajmer,43,2021-03-26,Level 2
18144,Bathinda,120,2019-09-29,DC Fast
18145,Dehradun,90,2021-03-01,Level 2
18146,Amritsar,7.2,2021-07-26,Level 1
18147,Nagpur,90,2021-10-09,Level 2
18148,Guwahati,3.3,2019-12-18,Level 1
18149,Bokaro,60,2023-08-20,Level 2
18150,Panaji,90,2019-09-29,Level 2
18151,Lucknow,7.2,2024-08-04,Level 1
18152,Raipur,250,2020-01-04,DC Fast
18153,Bareilly,3.3,2021-12-13,Level 1
18154,Bhagalpur,22,2019-10-26,Level 1
18155,Thane,43,2024-01-11,Level 2
18156,Hubli,75,2024-05-21,Level 2
18157,Hubli,75,2022-03-05,Level 2
18158,Durgapur,43,2024-07-13,Level 2
18159,Dehradun,22,2019-05-23,Level 1
18160,Anantapur,90,2019-10-03,Level 2
18161,Asansol,7.2,2023-10-28,Level 1
18162,Kolkata,50,2024-01-12,Level 2
18163,Kohima,50,2022-04-16,Level 2
18164,Porbandar,100,2020-11-25,Level 2
18165,Tirunelveli,90,2021-09-12,Level 2
18166,Vadodara,100,2022-07-20,Level 2
18167,Solapur,3.3,2019-02-14,Level 1
18168,Durgapur,3.3,2024-04-06,Level 1
18169,Meerut,100,2021-06-10,Level 2
18170,Gangtok,100,2021-07-22,Level 2
18171,Hyderabad,60,2021-07-15,Level 2
18172,Thrissur,22,2020-07-18,Level 1
18173,Rourkela,60,2023-08-05,Level 2
18174,Varanasi,30,2019-08-13,Level 2
18175,Rajkot,150,2024-01-08,DC Fast
18176,Nashik,100,2024-04-24,Level 2
18177,Amritsar,180,2020-12-21,DC Fast
18178,Gwalior,120,2022-05-10,DC Fast
18179,Saharanpur,250,2022-10-24,DC Fast
18180,Jaipur,11,2021-06-19,Level 1
18181,Jaipur,11,2020-05-29,Level 1
18182,Agra,300,2020-03-13,DC Fast
18183,Balasore,43,2019-12-30,Level 2
18184,Cuttack,300,2022-09-09,DC Fast
18185,Nanded,150,2019-06-11,DC Fast
18186,Thane,60,2021-12-30,Level 2
18187,Rajkot,50,2020-02-15,Level 2
18188,Gangtok,120,2019-06-06,DC Fast
18189,Ghaziabad,150,2023-11-14,DC Fast
18190,Jhansi,7.2,2021-10-29,Level 1
18191,Thrissur,30,2020-07-26,Level 2
18192,Gaya,30,2024-03-02,Level 2
18193,Shillong,75,2023-08-13,Level 2
18194,Dhanbad,90,2020-04-13,Level 2
18195,Anantapur,43,2022-04-19,Level 2
18196,Durgapur,150,2024-09-09,DC Fast
18197,Tirupati,250,2023-10-16,DC Fast
18198,Jaipur,50,2023-01-26,Level 2
18199,Nashik,180,2019-10-25,DC Fast
18200,Warangal,30,2023-02-23,Level 2
18201,Amritsar,250,2019-08-24,DC Fast
18202,Navi Mumbai,22,2020-07-08,Level 1
18203,Tiruchirappalli,150,2022-02-02,DC Fast
18204,Nashik,11,2024-05-30,Level 1
18205,Kolkata,30,2020-11-07,Level 2
18206,Solapur,11,2019-07-30,Level 1
18207,Vasai,30,2021-07-13,Level 2
18208,Varanasi,50,2019-12-08,Level 2
18209,Warangal,11,2021-03-02,Level 1
18210,Gandhinagar,3.3,2019-01-02,Level 1
18211,Thrissur,3.3,2022-10-03,Level 1
18212,Coimbatore,11,2021-11-11,Level 1
18213,Hosur,3.3,2022-04-26,Level 1
18214,Varanasi,90,2019-10-21,Level 2
18215,Vadodara,7.2,2021-08-22,Level 1
18216,Nellore,3.3,2021-12-31,Level 1
18217,Thrissur,120,2022-01-05,DC Fast
18218,Mangalore,250,2024-07-22,DC Fast
18219,Mumbai,50,2021-08-06,Level 2
18220,Thane,75,2020-05-18,Level 2
18221,Faridabad,43,2020-09-05,Level 2
18222,Agra,60,2021-01-12,Level 2
18223,Raipur,180,2020-10-13,DC Fast
18224,Jodhpur,43,2024-04-13,Level 2
18225,Rohtak,100,2022-09-12,Level 2
18226,Kakinada,120,2022-01-27,DC Fast
18227,Coimbatore,250,2021-06-12,DC Fast
18228,Coimbatore,22,2023-01-15,Level 1
18229,Hisar,150,2021-05-22,DC Fast
18230,Ranchi,43,2020-01-29,Level 2
18231,Gandhinagar,22,2023-02-23,Level 1
18232,Nellore,75,2024-06-01,Level 2
18233,Rourkela,7.2,2023-11-14,Level 1
18234,Ghaziabad,22,2022-08-27,Level 1
18235,Mysuru,300,2023-10-13,DC Fast
18236,Porbandar,43,2022-01-17,Level 2
18237,Kota,120,2021-02-22,DC Fast
18238,Bokaro,100,2023-01-27,Level 2
18239,Gaya,90,2020-04-09,Level 2
18240,Jodhpur,250,2021-03-06,DC Fast
18241,Mysuru,180,2022-12-01,DC Fast
18242,Mysuru,120,2024-02-03,DC Fast
18243,Jodhpur,75,2023-02-08,Level 2
18244,Amaravati,43,2019-06-20,Level 2
18245,Chandigarh,150,2023-09-02,DC Fast
18246,Meerut,120,2020-08-19,DC Fast
18247,Ambala,43,2019-11-09,Level 2
18248,Raipur,30,2023-04-21,Level 2
18249,Bokaro,11,2019-01-01,Level 1
18250,Naya Raipur,180,2020-03-16,DC Fast
18251,Guntur,200,2019-05-02,DC Fast
18252,Mysuru,60,2020-03-27,Level 2
18253,Porbandar,7.2,2023-02-04,Level 1
18254,Nagpur,300,2023-10-06,DC Fast
18255,Agra,60,2023-05-03,Level 2
18256,Guwahati,7.2,2023-12-30,Level 1
18257,Vadodara,90,2019-08-31,Level 2
18258,Ranchi,90,2021-06-13,Level 2
18259,Thane,250,2019-07-07,DC Fast
18260,Thane,3.3,2023-01-21,Level 1
18261,Moradabad,50,2021-01-05,Level 2
18262,Panaji,30,2022-04-03,Level 2
18263,Darbhanga,7.2,2021-12-09,Level 1
18264,Rewa,7.2,2020-09-30,Level 1
18265,Navi Mumbai,200,2023-02-13,DC Fast
18266,Darbhanga,150,2021-02-08,DC Fast
18267,Bathinda,180,2020-10-02,DC Fast
18268,Vasai,100,2019-10-01,Level 2
18269,Asansol,22,2022-07-27,Level 1
18270,Kollam,300,2022-02-19,DC Fast
18271,Panaji,75,2019-03-28,Level 2
18272,Tiruchirappalli,250,2024-07-24,DC Fast
18273,Mysuru,22,2021-10-09,Level 1
18274,Bokaro,75,2024-09-28,Level 2
18275,Hubli,100,2019-08-12,Level 2
18276,Vasai,250,2020-10-28,DC Fast
18277,Imphal,3.3,2022-03-01,Level 1
18278,Guwahati,180,2023-03-15,DC Fast
18279,Mangalore,300,2020-04-18,DC Fast
18280,Kochi,30,2021-01-12,Level 2
18281,Kochi,90,2021-05-31,Level 2
18282,Noida,50,2019-09-06,Level 2
18283,Guwahati,22,2021-07-18,Level 1
18284,Jamshedpur,11,2019-05-29,Level 1
18285,Warangal,11,2023-12-26,Level 1
18286,Aizawl,60,2019-06-18,Level 2
18287,Hyderabad,60,2022-09-28,Level 2
18288,Kochi,43,2019-10-20,Level 2
18289,Mysuru,50,2019-05-09,Level 2
18290,Durgapur,60,2024-03-03,Level 2
18291,Jhansi,11,2024-01-03,Level 1
18292,Jamshedpur,60,2024-07-01,Level 2
18293,Pimpri-Chinchwad,150,2019-01-24,DC Fast
18294,Amritsar,200,2019-07-05,DC Fast
18295,Belgaum,43,2023-06-05,Level 2
18296,Moradabad,150,2024-03-16,DC Fast
18297,Vijayawada,75,2019-09-21,Level 2
18298,Darbhanga,90,2024-06-13,Level 2
18299,Karimnagar,300,2020-10-06,DC Fast
18300,Guntur,180,2021-02-20,DC Fast
18301,Chandigarh,3.3,2020-10-16,Level 1
18302,Kakinada,200,2024-01-18,DC Fast
18303,Kohima,30,2024-02-20,Level 2
18304,Nashik,50,2021-12-15,Level 2
18305,Tiruchirappalli,11,2023-01-26,Level 1
18306,Agra,300,2022-04-07,DC Fast
18307,Vizhinjam,250,2023-11-20,DC Fast
18308,Bengaluru,200,2021-08-21,DC Fast
18309,Jhansi,22,2019-01-12,Level 1
18310,Kalyan,100,2022-01-25,Level 2
18311,Tuticorin,60,2023-03-15,Level 2
18312,Aurangabad,11,2019-05-01,Level 1
18313,Hosur,60,2023-03-09,Level 2
18314,Gandhinagar,50,2020-02-11,Level 2
18315,Agra,75,2021-11-22,Level 2
18316,Bokaro,250,2020-03-22,DC Fast
18317,Karnal,11,2021-01-09,Level 1
18318,Saharanpur,90,2020-11-11,Level 2
18319,Noida,22,2019-06-15,Level 1
18320,Rewa,22,2019-08-26,Level 1
18321,Ludhiana,3.3,2019-10-23,Level 1
18322,Cuttack,7.2,2023-03-18,Level 1
18323,Kakinada,7.2,2020-12-12,Level 1
18324,Hisar,3.3,2021-01-18,Level 1
18325,Gangtok,150,2021-06-13,DC Fast
18326,Bhagalpur,22,2019-01-18,Level 1
18327,Kurukshetra,250,2020-12-30,DC Fast
18328,Satna,120,2023-01-28,DC Fast
18329,Bengaluru,200,2023-05-12,DC Fast
18330,Faridabad,30,2021-10-19,Level 2
18331,Kakinada,11,2021-11-04,Level 1
18332,Agra,300,2021-04-10,DC Fast
18333,Naya Raipur,100,2021-11-24,Level 2
18334,Panipat,7.2,2022-01-03,Level 1
18335,Amaravati,43,2023-01-03,Level 2
18336,Panaji,50,2022-04-13,Level 2
18337,Vijayawada,100,2022-04-02,Level 2
18338,Nanded,30,2024-02-15,Level 2
18339,Itanagar,43,2021-07-28,Level 2
18340,Dharwad,43,2021-11-02,Level 2
18341,Agra,100,2023-10-18,Level 2
18342,Hosur,180,2023-09-12,DC Fast
18343,Balasore,3.3,2020-05-18,Level 1
18344,Paradip,60,2024-05-22,Level 2
18345,Pune,90,2020-09-24,Level 2
18346,Paradip,200,2022-02-10,DC Fast
18347,Aligarh,30,2024-08-15,Level 2
18348,Raipur,11,2020-01-24,Level 1
18349,Dharwad,90,2019-03-21,Level 2
18350,Agra,43,2020-04-07,Level 2
18351,Guwahati,120,2021-02-19,DC Fast
18352,Saharanpur,300,2023-07-01,DC Fast
18353,Tiruchirappalli,250,2020-02-02,DC Fast
18354,Srinagar,11,2022-06-18,Level 1
18355,Gandhinagar,50,2022-09-02,Level 2
18356,Jhansi,43,2024-02-20,Level 2
18357,Rewa,250,2024-02-06,DC Fast
18358,Kochi,100,2022-07-22,Level 2
18359,Raipur,300,2020-06-19,DC Fast
18360,Aurangabad,180,2024-05-01,DC Fast
18361,Muzaffarpur,100,2024-01-18,Level 2
18362,Jabalpur,250,2019-07-26,DC Fast
18363,Patna,180,2023-06-05,DC Fast
18364,Panipat,200,2021-07-06,DC Fast
18365,Chandigarh,100,2024-01-04,Level 2
18366,Tirunelveli,200,2021-12-01,DC Fast
18367,Karimnagar,180,2023-07-30,DC Fast
18368,Faridabad,60,2020-04-18,Level 2
18369,Amaravati,3.3,2020-05-25,Level 1
18370,Tirupati,30,2022-12-28,Level 2
18371,Varanasi,180,2020-05-30,DC Fast
18372,Hubli,300,2023-06-29,DC Fast
18373,Siliguri,43,2021-11-20,Level 2
18374,Imphal,30,2023-12-06,Level 2
18375,Vijayawada,90,2022-11-12,Level 2
18376,Vijayawada,43,2022-09-27,Level 2
18377,Berhampur,90,2024-08-01,Level 2
18378,Hosur,11,2019-03-20,Level 1
18379,Karimnagar,300,2022-03-21,DC Fast
18380,Cuttack,7.2,2022-04-25,Level 1
18381,Karimnagar,200,2023-03-05,DC Fast
18382,Karimnagar,75,2023-11-03,Level 2
18383,Tirunelveli,3.3,2019-06-11,Level 1
18384,Naya Raipur,250,2021-03-04,DC Fast
18385,Kochi,90,2023-03-08,Level 2
18386,Dhanbad,50,2020-07-09,Level 2
18387,Hisar,75,2021-03-04,Level 2
18388,Surat,22,2022-04-11,Level 1
18389,Ranchi,100,2021-11-23,Level 2
18390,Nellore,100,2021-08-30,Level 2
18391,Porbandar,30,2023-12-22,Level 2
18392,Hubli,90,2020-06-03,Level 2
18393,Karnal,150,2020-12-01,DC Fast
18394,Noida,120,2020-01-14,DC Fast
18395,Paradip,22,2024-01-24,Level 1
18396,Guwahati,300,2020-10-28,DC Fast
18397,Bengaluru,90,2022-02-09,Level 2
18398,Belgaum,180,2024-04-14,DC Fast
18399,Hosur,60,2021-04-04,Level 2
18400,Ludhiana,120,2021-01-14,DC Fast
18401,Dhanbad,180,2022-10-17,DC Fast
18402,Naya Raipur,120,2022-07-31,DC Fast
18403,Jamshedpur,150,2020-03-01,DC Fast
18404,Rohtak,3.3,2024-06-23,Level 1
18405,Nagpur,300,2024-02-14,DC Fast
18406,Coimbatore,30,2022-05-13,Level 2
18407,Kalyan,3.3,2024-06-10,Level 1
18408,Lucknow,200,2020-03-04,DC Fast
18409,Jabalpur,3.3,2019-02-15,Level 1
18410,Rewa,22,2020-03-27,Level 1
18411,Amritsar,30,2024-03-30,Level 2
18412,Saharanpur,30,2019-01-16,Level 2
18413,Hisar,180,2021-06-18,DC Fast
18414,Hosur,3.3,2019-07-12,Level 1
18415,Paradip,22,2020-05-20,Level 1
18416,Jabalpur,100,2022-11-13,Level 2
18417,Kalyan,50,2019-09-13,Level 2
18418,Visakhapatnam,30,2019-05-10,Level 2
18419,Balasore,7.2,2020-07-13,Level 1
18420,Thane,90,2022-09-23,Level 2
18421,Cuttack,30,2022-04-26,Level 2
18422,Warangal,50,2021-03-07,Level 2
18423,Meerut,7.2,2021-02-22,Level 1
18424,Lucknow,43,2022-04-01,Level 2
18425,Hubli,60,2023-12-17,Level 2
18426,Tirunelveli,300,2019-05-16,DC Fast
18427,Rourkela,7.2,2021-11-14,Level 1
18428,Bilaspur,60,2019-07-27,Level 2
18429,Bareilly,11,2023-11-04,Level 1
18430,Karimnagar,50,2021-09-08,Level 2
18431,Karimnagar,180,2021-05-16,DC Fast
18432,Jaipur,50,2020-07-20,Level 2
18433,Belgaum,250,2020-07-22,DC Fast
18434,Kochi,7.2,2019-11-30,Level 1
18435,Jabalpur,30,2021-12-09,Level 2
18436,Agra,250,2023-08-13,DC Fast
18437,Belgaum,300,2020-03-16,DC Fast
18438,Moradabad,150,2024-09-23,DC Fast
18439,Mangalore,22,2021-03-07,Level 1
18440,Kota,11,2020-05-10,Level 1
18441,Kurukshetra,75,2022-11-19,Level 2
18442,Bilaspur,300,2019-08-20,DC Fast
